name,current_age,position,type,expiration_status,cap_hit_percentage_at_signing,signing_date
Jesper Fast,29,RW,STANDARD CONTRACT,UFA,2.45,"October 10, 2020"
Jesper Fast,29,RW,ENTRY-LEVEL CONTRACT,RFA,1.25,"May 31, 2012"
Jesper Fast,29,RW,STANDARD CONTRACT,RFA,1.30,"July 16, 2015"
Jesper Fast,29,RW,STANDARD CONTRACT,UFA,2.47,"July  5, 2017"
Cédric Paquette,27,"C, LW",STANDARD CONTRACT,UFA,2.02,"July  5, 2019"
Cédric Paquette,27,"C, LW",ENTRY-LEVEL CONTRACT,RFA,0.99,"May 21, 2013"
Cédric Paquette,27,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,1.11,"June 24, 2016"
Cédric Paquette,27,"C, LW",STANDARD CONTRACT,RFA,1.26,"July  5, 2018"
Andrei Svechnikov,21,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"July  1, 2018"
Ryan Suzuki,20,C,ENTRY-LEVEL CONTRACT,RFA,1.10,"September 18, 2019"
Martin Necas,22,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.23,"July 14, 2017"
Morgan Geekie,22,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.02,"May  9, 2018"
Steven Lorentz,25,"C, LW",STANDARD CONTRACT,RFA,0.89,"October 15, 2020"
Steven Lorentz,25,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.00,"April 21, 2017"
Max McCormick,29,LW,STANDARD CONTRACT,UFA,0.86,"October 28, 2020"
Max McCormick,29,LW,ENTRY-LEVEL CONTRACT,RFA,0.93,"May 31, 2014"
Max McCormick,29,LW,STANDARD CONTRACT,UFA (Group 6),0.89,"July  1, 2016"
Max McCormick,29,LW,STANDARD CONTRACT (EXTENSION),UFA,0.87,"June 27, 2017"
Max McCormick,29,LW,STANDARD CONTRACT,UFA,0.86,"July 25, 2019"
Drew Shore,30,C,STANDARD CONTRACT,UFA,0.86,"October 21, 2020"
Drew Shore,30,C,ENTRY-LEVEL CONTRACT,RFA,1.50,"March 26, 2012"
Drew Shore,30,C,STANDARD CONTRACT,UFA (No QO),1.19,"July 15, 2015"
Drew Shore,30,C,STANDARD CONTRACT,RFA,0.82,"March 12, 2017"
Dougie Hamilton,27,RD,STANDARD CONTRACT (EXTENSION),UFA,8.05,"June 30, 2015"
Dougie Hamilton,27,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"December  8, 2011"
Jaccob Slavin,27,LD,STANDARD CONTRACT (EXTENSION),UFA,7.07,"July 12, 2017"
Jaccob Slavin,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.04,"July  1, 2015"
Brady Skjei,27,LD,STANDARD CONTRACT,UFA,6.60,"July 28, 2018"
Brady Skjei,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.34,"April  1, 2015"
Jake Gardiner,30,LD,STANDARD CONTRACT,UFA,4.97,"September  6, 2019"
Jake Gardiner,30,LD,ENTRY-LEVEL CONTRACT,RFA,1.36,"March 15, 2011"
Jake Gardiner,30,LD,STANDARD CONTRACT,UFA,5.87,"July 29, 2014"
Brett Pesce,26,RD,STANDARD CONTRACT (EXTENSION),UFA,5.37,"August  1, 2017"
Brett Pesce,26,RD,ENTRY-LEVEL CONTRACT,RFA,1.17,"March 28, 2015"
Jake Bean,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.18,"July  9, 2016"
Joey Keane,21,RD,ENTRY-LEVEL CONTRACT,RFA,1.02,"March  1, 2019"
Jani Hakanpää,29,RD,STANDARD CONTRACT (EXTENSION),UFA,0.92,"May  5, 2020"
Jani Hakanpää,29,RD,ENTRY-LEVEL CONTRACT,RFA,1.16,"May 21, 2012"
Jani Hakanpää,29,RD,STANDARD CONTRACT,UFA,1.04,"July  3, 2019"
Maxime Lajoie,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.00,"October  3, 2016"
Joakim Ryan,27,LD,STANDARD CONTRACT,UFA,0.86,"October 12, 2020"
Joakim Ryan,27,LD,ENTRY-LEVEL CONTRACT,RFA,0.99,"March 26, 2015"
Joakim Ryan,27,LD,STANDARD CONTRACT (EXTENSION),UFA (No QO),0.89,"June 17, 2017"
Joakim Ryan,27,LD,STANDARD CONTRACT,UFA,0.89,"July  1, 2019"
Roland McKeown,25,RD,STANDARD CONTRACT,UFA (Group 6),0.86,"December 18, 2020"
Roland McKeown,25,RD,ENTRY-LEVEL CONTRACT,RFA,1.12,"April  1, 2015"
Roland McKeown,25,RD,STANDARD CONTRACT,RFA,0.86,"September  4, 2019"
James Reimer,33,G,STANDARD CONTRACT,UFA,4.66,"July  1, 2016"
James Reimer,33,G,ENTRY-LEVEL CONTRACT,RFA,1.09,"March 19, 2008"
James Reimer,33,G,STANDARD CONTRACT (EXTENSION),RFA,2.80,"June  9, 2011"
James Reimer,33,G,STANDARD CONTRACT,UFA,3.33,"July 26, 2014"
Petr Mrázek,29,G,STANDARD CONTRACT,UFA,3.83,"July  1, 2019"
Petr Mrázek,29,G,ENTRY-LEVEL CONTRACT,RFA,0.94,"October 27, 2011"
Petr Mrázek,29,G,STANDARD CONTRACT (EXTENSION),RFA,1.07,"July  1, 2014"
Petr Mrázek,29,G,STANDARD CONTRACT,UFA (No QO),5.48,"July 27, 2016"
Petr Mrázek,29,G,STANDARD CONTRACT,UFA,1.89,"July  1, 2018"
Alex Nedeljkovic,25,G,STANDARD CONTRACT (EXTENSION),RFA,0.90,"June 28, 2019"
Alex Nedeljkovic,25,G,ENTRY-LEVEL CONTRACT,RFA,1.22,"March 28, 2015"
Antoine Bibeau,27,G,STANDARD CONTRACT,UFA,0.86,"October 22, 2020"
Antoine Bibeau,27,G,ENTRY-LEVEL CONTRACT,UFA (No QO),1.02,"June  5, 2014"
Antoine Bibeau,27,G,STANDARD CONTRACT,RFA,0.87,"July  1, 2017"
Antoine Bibeau,27,G,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.90,"March 13, 2018"
Patrick Kane,32,RW,STANDARD CONTRACT (EXTENSION),UFA,15.22,"July  9, 2014"
Patrick Kane,32,RW,ENTRY-LEVEL CONTRACT,RFA,1.74,"July 25, 2007"
Patrick Kane,32,RW,STANDARD CONTRACT (EXTENSION),UFA,11.09,"December  2, 2009"
Alex DeBrincat,23,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,7.85,"October  3, 2019"
Alex DeBrincat,23,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.11,"November  7, 2016"
Dominik Kubalik,25,LW,STANDARD CONTRACT,RFA,4.54,"October  9, 2020"
Dominik Kubalik,25,LW,ENTRY-LEVEL CONTRACT,RFA,1.16,"May 29, 2019"
Brett Connolly,29,"RW, LW",STANDARD CONTRACT,UFA,4.29,"July  1, 2019"
Brett Connolly,29,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.40,"July  1, 2011"
Brett Connolly,29,"RW, LW",STANDARD CONTRACT,RFA,1.23,"July 10, 2014"
Brett Connolly,29,"RW, LW",STANDARD CONTRACT,UFA (No QO),1.44,"July  6, 2015"
Brett Connolly,29,"RW, LW",STANDARD CONTRACT,UFA (No QO),1.16,"July  1, 2016"
Brett Connolly,29,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,2.00,"June 26, 2017"
Dylan Strome,24,"C, LW",STANDARD CONTRACT,RFA,3.68,"January  3, 2021"
Dylan Strome,24,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.30,"July  6, 2015"
Ryan Carpenter,30,"RW, C",STANDARD CONTRACT,UFA,1.23,"July  1, 2019"
Ryan Carpenter,30,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.34,"March 26, 2014"
Ryan Carpenter,30,"RW, C",STANDARD CONTRACT,UFA (Group 6),0.82,"July 14, 2016"
Ryan Carpenter,30,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,0.89,"June 17, 2017"
Vinnie Hinostroza,27,"RW, C",STANDARD CONTRACT,UFA,1.23,"October  9, 2020"
Vinnie Hinostroza,27,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.04,"March 22, 2015"
Vinnie Hinostroza,27,"RW, C",STANDARD CONTRACT (EXTENSION),UFA (No QO),2.00,"June 15, 2018"
David Kämpf,26,"C, RW",STANDARD CONTRACT,RFA,1.23,"July  1, 2019"
David Kämpf,26,"C, RW",ENTRY-LEVEL CONTRACT,UFA (No QO),1.27,"May  1, 2017"
Adam Gaudette,24,C,STANDARD CONTRACT,RFA,1.17,"October 19, 2020"
Adam Gaudette,24,C,ENTRY-LEVEL CONTRACT,10.2(c),1.22,"March 26, 2018"
Pius Suter,25,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.14,"July 16, 2020"
Kirby Dach,20,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.14,"July  8, 2019"
Mike Hardman,22,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.12,"March 30, 2021"
Brandon Hagel,22,LW,ENTRY-LEVEL CONTRACT,10.2(c),1.11,"October 30, 2018"
Philipp Kurashev,21,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.06,"March 12, 2019"
Mackenzie Entwistle,21,C,ENTRY-LEVEL CONTRACT,RFA,1.06,"October 16, 2018"
Duncan Keith,37,LD,STANDARD CONTRACT (EXTENSION),UFA,9.75,"December  3, 2009"
Duncan Keith,37,LD,STANDARD CONTRACT,RFA,3.35,"July 13, 2006"
Calvin De Haan,30,LD/RD,STANDARD CONTRACT,UFA,5.72,"July  3, 2018"
Calvin De Haan,30,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.58,"May  2, 2010"
Calvin De Haan,30,LD/RD,STANDARD CONTRACT,RFA,2.85,"July 15, 2014"
Calvin De Haan,30,LD/RD,STANDARD CONTRACT,UFA,4.40,"August  2, 2017"
Connor Murphy,28,RD,STANDARD CONTRACT,UFA,5.27,"July 28, 2016"
Connor Murphy,28,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"August  4, 2011"
Nikita Zadorov,26,LD/RD,STANDARD CONTRACT,RFA,3.93,"October 10, 2020"
Nikita Zadorov,26,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"September 25, 2013"
Nikita Zadorov,26,LD/RD,STANDARD CONTRACT,RFA,2.87,"September 15, 2017"
Nikita Zadorov,26,LD/RD,STANDARD CONTRACT,RFA,3.93,"July  5, 2019"
Wyatt Kalynuk,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.14,"July 16, 2020"
Ian Mitchell,22,RD,ENTRY-LEVEL CONTRACT,RFA,1.14,"July 16, 2020"
Adam Boqvist,20,RD,ENTRY-LEVEL CONTRACT,RFA,1.16,"July  1, 2018"
Alec Regula,20,RD,ENTRY-LEVEL CONTRACT,RFA,1.06,"November 11, 2019"
Nicolas Beaudin,21,LD,ENTRY-LEVEL CONTRACT,RFA,1.09,"November  9, 2018"
Riley Stillman,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.03,"March  3, 2018"
Riley Stillman,23,LD,STANDARD CONTRACT (EXTENSION),RFA,1.66,"April 25, 2021"
Collin Delia,26,G,STANDARD CONTRACT (EXTENSION),UFA,1.26,"February 11, 2019"
Collin Delia,26,G,ENTRY-LEVEL CONTRACT,RFA,1.02,"July 28, 2017"
Malcolm Subban,27,G,STANDARD CONTRACT,UFA,1.04,"October  9, 2020"
Malcolm Subban,27,G,ENTRY-LEVEL CONTRACT,RFA,1.54,"September  7, 2012"
Malcolm Subban,27,G,STANDARD CONTRACT,RFA,0.87,"July 14, 2017"
Malcolm Subban,27,G,STANDARD CONTRACT,UFA (No QO),1.04,"July  9, 2019"
Kevin Lankinen,26,G,STANDARD CONTRACT (EXTENSION),UFA,0.98,"April  2, 2020"
Kevin Lankinen,26,G,ENTRY-LEVEL CONTRACT,RFA,1.23,"May 21, 2018"
Arvid Söderblom,21,G,ENTRY-LEVEL CONTRACT,RFA,1.08,"May 17, 2021"
Cam Atkinson,32,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,7.83,"November 16, 2017"
Cam Atkinson,32,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.21,"March 27, 2011"
Cam Atkinson,32,"RW, LW",STANDARD CONTRACT,RFA,1.79,"August 26, 2013"
Cam Atkinson,32,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,5.07,"March  2, 2015"
Max Domi,26,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,6.50,"October  7, 2020"
Max Domi,26,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.44,"July 14, 2013"
Max Domi,26,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,4.20,"June 16, 2018"
Patrik Laine,23,"LW, RW",STANDARD CONTRACT,RFA,8.28,"September 27, 2019"
Patrik Laine,23,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.27,"July  3, 2016"
Oliver Bjorkstrand,26,"RW, LW",STANDARD CONTRACT,RFA,3.14,"July 15, 2018"
Oliver Bjorkstrand,26,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,6.63,"January  6, 2021"
Oliver Bjorkstrand,26,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.10,"December 26, 2013"
Jack Roslovic,24,"RW, C",STANDARD CONTRACT,RFA,2.26,"January 23, 2021"
Jack Roslovic,24,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.27,"July 18, 2016"
Mikhail Grigorenko,27,"C, LW",STANDARD CONTRACT,UFA,1.47,"July 13, 2020"
Mikhail Grigorenko,27,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.54,"July 18, 2012"
Mikhail Grigorenko,27,"C, LW",STANDARD CONTRACT,RFA,0.92,"July 16, 2015"
Mikhail Grigorenko,27,"C, LW",STANDARD CONTRACT,UFA (No QO),1.78,"July 20, 2016"
Yegor Chinakhov,20,RW,ENTRY-LEVEL CONTRACT,10.2(c),1.14,"May  3, 2021"
Emil Bemström,22,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"May 14, 2019"
Alexandre Texier,21,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.20,"May 22, 2018"
Kevin Stenlund,24,"RW, C",STANDARD CONTRACT,RFA,1.07,"October 28, 2020"
Kevin Stenlund,24,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.18,"May 23, 2017"
Nathan Gerbe,33,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,0.92,"February  2, 2020"
Nathan Gerbe,33,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.50,"May  6, 2008"
Nathan Gerbe,33,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,2.26,"June 29, 2011"
Nathan Gerbe,33,"LW, RW",STANDARD CONTRACT,RFA,0.86,"July 26, 2013"
Nathan Gerbe,33,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,2.72,"June 24, 2014"
Nathan Gerbe,33,"LW, RW",STANDARD CONTRACT,UFA,0.82,"July  1, 2016"
Nathan Gerbe,33,"LW, RW",STANDARD CONTRACT,UFA,1.00,"January 25, 2018"
Nathan Gerbe,33,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,0.90,"March 15, 2018"
Zac Dalpe,31,C,STANDARD CONTRACT (EXTENSION),UFA,0.94,"February 27, 2019"
Zac Dalpe,31,C,ENTRY-LEVEL CONTRACT,RFA,1.24,"March 18, 2010"
Zac Dalpe,31,C,STANDARD CONTRACT,UFA,0.86,"July 23, 2013"
Zac Dalpe,31,C,STANDARD CONTRACT,UFA (No QO),1.01,"July 15, 2014"
Zac Dalpe,31,C,STANDARD CONTRACT,RFA,0.82,"July  1, 2015"
Zac Dalpe,31,C,STANDARD CONTRACT (EXTENSION),UFA,0.82,"June 30, 2016"
Zac Dalpe,31,C,STANDARD CONTRACT (EXTENSION),UFA,0.99,"June  9, 2017"
Kole Sherwood,24,"RW, C",STANDARD CONTRACT (EXTENSION),RFA,0.90,"October  2, 2020"
Kole Sherwood,24,"RW, C",ENTRY-LEVEL CONTRACT,10.2(c),0.97,"July  7, 2015"
Stefan Matteau,27,LW,STANDARD CONTRACT,UFA,0.89,"February 19, 2020"
Stefan Matteau,27,LW,ENTRY-LEVEL CONTRACT,RFA,1.40,"August 14, 2012"
Stefan Matteau,27,LW,STANDARD CONTRACT,UFA (No QO),0.86,"July 17, 2015"
Stefan Matteau,27,LW,STANDARD CONTRACT,RFA,0.87,"July  1, 2017"
Stefan Matteau,27,LW,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.87,"June 11, 2018"
Ryan MacInnis,25,C,STANDARD CONTRACT,UFA (Group 6),0.86,"October 29, 2020"
Ryan MacInnis,25,C,ENTRY-LEVEL CONTRACT,RFA,1.20,"April 12, 2015"
Ryan MacInnis,25,C,STANDARD CONTRACT,RFA,1.07,"July 16, 2019"
Gregory Hofmann,28,"C, LW",STANDARD CONTRACT,UFA,1.10,"June 13, 2021"
Seth Jones,26,RD,STANDARD CONTRACT (EXTENSION),UFA,7.40,"June 29, 2016"
Seth Jones,26,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"July 10, 2013"
Vladislav Gavrikov,25,LD,STANDARD CONTRACT,UFA,3.44,"November  5, 2020"
Vladislav Gavrikov,25,LD,ENTRY-LEVEL CONTRACT,10.2(c),1.16,"April 13, 2019"
Dean Kukan,27,RD,STANDARD CONTRACT (EXTENSION),UFA,2.02,"February  7, 2020"
Dean Kukan,27,RD,ENTRY-LEVEL CONTRACT,RFA,1.11,"June  1, 2015"
Dean Kukan,27,RD,STANDARD CONTRACT (EXTENSION),RFA,0.96,"June  9, 2017"
Dean Kukan,27,RD,STANDARD CONTRACT (EXTENSION),RFA,0.97,"March 14, 2018"
Scott Harrington,28,LD,STANDARD CONTRACT,UFA,2.00,"July  5, 2019"
Scott Harrington,28,LD,ENTRY-LEVEL CONTRACT,RFA,0.96,"July 26, 2011"
Scott Harrington,28,LD,STANDARD CONTRACT,RFA,0.87,"July 25, 2016"
Scott Harrington,28,LD,STANDARD CONTRACT (EXTENSION),RFA,0.92,"March 21, 2017"
Andrew Peeke,23,RD,ENTRY-LEVEL CONTRACT,10.2(c),1.15,"April  1, 2019"
Gabriel Carlsson,24,LD,STANDARD CONTRACT,RFA,0.89,"October 16, 2020"
Gabriel Carlsson,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"April 19, 2016"
Michael Del Zotto,30,LD,STANDARD CONTRACT,UFA,0.86,"January 10, 2021"
Michael Del Zotto,30,LD,ENTRY-LEVEL CONTRACT,RFA,1.54,"May 26, 2009"
Michael Del Zotto,30,LD,STANDARD CONTRACT,RFA,3.97,"January 13, 2013"
Michael Del Zotto,30,LD,STANDARD CONTRACT,RFA,1.88,"August 12, 2014"
Michael Del Zotto,30,LD,STANDARD CONTRACT,UFA,5.43,"July 16, 2015"
Michael Del Zotto,30,LD,STANDARD CONTRACT,UFA,4.00,"July  1, 2017"
Michael Del Zotto,30,LD,STANDARD CONTRACT,UFA,0.92,"July 11, 2019"
Elvis Merzlikins,27,G,STANDARD CONTRACT (EXTENSION),UFA,4.91,"April 23, 2020"
Elvis Merzlikins,27,G,ENTRY-LEVEL CONTRACT,10.2(c),2.32,"March 20, 2019"
Elvis Merzlikins,27,G,STANDARD CONTRACT (EXTENSION),RFA,1.10,"May 15, 2019"
Joonas Korpisalo,27,G,STANDARD CONTRACT (EXTENSION),UFA,3.44,"April 17, 2020"
Joonas Korpisalo,27,G,ENTRY-LEVEL CONTRACT,RFA,1.15,"March 21, 2014"
Joonas Korpisalo,27,G,STANDARD CONTRACT (EXTENSION),RFA,1.23,"June  9, 2017"
Joonas Korpisalo,27,G,STANDARD CONTRACT,RFA,1.41,"July  1, 2019"
Tyler Seguin,29,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,12.39,"September 13, 2018"
Tyler Seguin,29,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.52,"August  3, 2010"
Tyler Seguin,29,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,9.58,"September 11, 2012"
Jamie Benn,31,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,13.01,"July 15, 2016"
Jamie Benn,31,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.16,"July 11, 2008"
Jamie Benn,31,"LW, C",STANDARD CONTRACT,UFA,8.16,"January 24, 2013"
Joe Pavelski,36,"RW, C",STANDARD CONTRACT,UFA,8.59,"July  1, 2019"
Joe Pavelski,36,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.77,"July 14, 2006"
Joe Pavelski,36,"RW, C",STANDARD CONTRACT (EXTENSION),RFA,2.89,"June 25, 2008"
Joe Pavelski,36,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,6.73,"June 24, 2010"
Joe Pavelski,36,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,9.33,"July 30, 2013"
Andrew Cogliano,34,LW,STANDARD CONTRACT (EXTENSION),UFA,4.33,"January 12, 2018"
Andrew Cogliano,34,LW,ENTRY-LEVEL CONTRACT,RFA,1.93,"May  2, 2007"
Andrew Cogliano,34,LW,STANDARD CONTRACT,RFA,1.68,"September 10, 2010"
Andrew Cogliano,34,LW,STANDARD CONTRACT,UFA,3.72,"July 19, 2011"
Andrew Cogliano,34,LW,STANDARD CONTRACT (EXTENSION),UFA,4.67,"January  4, 2014"
Radek Faksa,27,C,STANDARD CONTRACT,UFA,3.99,"October 11, 2020"
Radek Faksa,27,C,ENTRY-LEVEL CONTRACT,RFA,1.54,"July  6, 2012"
Radek Faksa,27,C,STANDARD CONTRACT,RFA,2.93,"July 10, 2017"
Roope Hintz,24,"C, LW",STANDARD CONTRACT,RFA,3.87,"November  9, 2020"
Roope Hintz,24,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.11,"May  4, 2017"
Denis Gurianov,24,"LW, RW",STANDARD CONTRACT,RFA,3.13,"October 22, 2020"
Denis Gurianov,24,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.30,"May 12, 2016"
Blake Comeau,35,"LW, RW",STANDARD CONTRACT,UFA,3.02,"July  1, 2018"
Blake Comeau,35,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.77,"March 22, 2006"
Blake Comeau,35,"LW, RW",STANDARD CONTRACT,RFA,1.14,"August  3, 2009"
Blake Comeau,35,"LW, RW",STANDARD CONTRACT,UFA,3.89,"August  2, 2011"
Blake Comeau,35,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,1.94,"June 27, 2012"
Blake Comeau,35,"LW, RW",STANDARD CONTRACT,UFA,1.56,"August  2, 2013"
Blake Comeau,35,"LW, RW",STANDARD CONTRACT,UFA,1.01,"July  1, 2014"
Blake Comeau,35,"LW, RW",STANDARD CONTRACT,UFA,3.36,"July  1, 2015"
Jason Dickinson,25,"C, LW",STANDARD CONTRACT,RFA,1.84,"July 11, 2019"
Jason Dickinson,25,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.44,"May 31, 2014"
Jason Dickinson,25,"C, LW",STANDARD CONTRACT,RFA,1.10,"July  6, 2018"
Joel Kiviranta,25,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"May 31, 2019"
Rhett Gardner,25,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.16,"March 19, 2019"
Jason Robertson,21,LW,ENTRY-LEVEL CONTRACT,RFA,1.10,"May  3, 2018"
Tanner Kero,28,"C, LW",STANDARD CONTRACT,UFA,0.94,"July  1, 2019"
Tanner Kero,28,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,0.92,"May 17, 2021"
Tanner Kero,28,"C, LW",ENTRY-LEVEL CONTRACT,RFA,0.97,"April  2, 2015"
Tanner Kero,28,"C, LW",STANDARD CONTRACT (EXTENSION),UFA (Group 6),1.03,"March 23, 2017"
Justin Dowling,30,C,STANDARD CONTRACT (EXTENSION),UFA,0.94,"March  9, 2019"
Justin Dowling,30,C,ENTRY-LEVEL CONTRACT,RFA,0.88,"March 26, 2014"
Justin Dowling,30,C,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.88,"May 31, 2016"
Justin Dowling,30,C,STANDARD CONTRACT (EXTENSION),UFA,0.89,"May  8, 2017"
Esa Lindell,27,LD,STANDARD CONTRACT (EXTENSION),UFA,7.30,"May 16, 2019"
Esa Lindell,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.16,"May 26, 2014"
Esa Lindell,27,LD,STANDARD CONTRACT (EXTENSION),RFA,2.93,"June 26, 2017"
John Klingberg,28,RD,STANDARD CONTRACT (EXTENSION),UFA,6.16,"April 17, 2015"
John Klingberg,28,RD,ENTRY-LEVEL CONTRACT,RFA,1.25,"May 16, 2011"
Jamie Oleksiak,28,LD,STANDARD CONTRACT,UFA,2.69,"July 12, 2018"
Jamie Oleksiak,28,LD,ENTRY-LEVEL CONTRACT,RFA,1.44,"October 10, 2011"
Jamie Oleksiak,28,LD,STANDARD CONTRACT,RFA,1.20,"July  9, 2015"
Jamie Oleksiak,28,LD,STANDARD CONTRACT,RFA,1.26,"July 12, 2016"
Jamie Oleksiak,28,LD,STANDARD CONTRACT,RFA,1.29,"August  4, 2017"
Sami Vatanen,30,LD/RD,STANDARD CONTRACT,UFA,2.45,"January  7, 2021"
Sami Vatanen,30,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.32,"May 31, 2011"
Sami Vatanen,30,LD/RD,STANDARD CONTRACT,RFA,1.83,"July 22, 2014"
Sami Vatanen,30,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,6.83,"June 18, 2016"
Andrej Sekera,35,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,1.84,"October  4, 2020"
Andrej Sekera,35,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.48,"July 14, 2006"
Andrej Sekera,35,LD/RD,STANDARD CONTRACT,RFA,1.76,"July 20, 2009"
Andrej Sekera,35,LD/RD,STANDARD CONTRACT,UFA,4.28,"July 19, 2011"
Andrej Sekera,35,LD/RD,STANDARD CONTRACT,UFA,7.70,"July  1, 2015"
Andrej Sekera,35,LD/RD,STANDARD CONTRACT,UFA,1.84,"July  1, 2019"
Miro Heiskanen,21,RD,ENTRY-LEVEL CONTRACT,RFA,1.23,"July  8, 2017"
Mark Pysyk,29,"RD, RW",STANDARD CONTRACT,UFA,0.92,"October 10, 2020"
Mark Pysyk,29,"RD, RW",ENTRY-LEVEL CONTRACT,RFA,1.52,"June  2, 2011"
Mark Pysyk,29,"RD, RW",STANDARD CONTRACT,RFA,1.54,"July 14, 2015"
Mark Pysyk,29,"RD, RW",STANDARD CONTRACT,UFA,3.64,"July  6, 2017"
Joel Hanley,30,LD,STANDARD CONTRACT (EXTENSION),UFA,0.88,"February 20, 2019"
Joel Hanley,30,LD,STANDARD CONTRACT (EXTENSION),UFA,0.92,"April 14, 2021"
Joel Hanley,30,LD,ENTRY-LEVEL CONTRACT,RFA,0.91,"July  1, 2015"
Joel Hanley,30,LD,STANDARD CONTRACT (EXTENSION),UFA (No QO),0.82,"June 22, 2016"
Joel Hanley,30,LD,STANDARD CONTRACT,UFA,0.97,"July  1, 2017"
Joel Hanley,30,LD,STANDARD CONTRACT,UFA,0.82,"July  1, 2018"
Anton Khudobin,35,G,STANDARD CONTRACT,UFA,4.09,"October  9, 2020"
Anton Khudobin,35,G,ENTRY-LEVEL CONTRACT,RFA,1.17,"July 12, 2007"
Anton Khudobin,35,G,STANDARD CONTRACT,UFA,1.11,"July 15, 2010"
Anton Khudobin,35,G,STANDARD CONTRACT,UFA,1.36,"July  3, 2011"
Anton Khudobin,35,G,STANDARD CONTRACT,UFA,1.24,"July  5, 2013"
Anton Khudobin,35,G,STANDARD CONTRACT (EXTENSION),UFA,3.50,"March  4, 2014"
Anton Khudobin,35,G,STANDARD CONTRACT,UFA,1.64,"July  1, 2016"
