name,current_age,position,type,expiration_status,cap_hit_percentage_at_signing,signing_date
Dmytro Timashov,24,LW,ENTRY-LEVEL CONTRACT,RFA,0.97,"November 23, 2015"
Nick Leddy,30,LD,STANDARD CONTRACT (EXTENSION),UFA,7.97,"February 24, 2015"
Nick Leddy,30,LD,ENTRY-LEVEL CONTRACT,RFA,1.52,"July 27, 2010"
Nick Leddy,30,LD,STANDARD CONTRACT,RFA,4.20,"July  3, 2013"
Ryan Pulock,26,RD,STANDARD CONTRACT,UFA,6.14,"November  4, 2020"
Ryan Pulock,26,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"October  1, 2013"
Ryan Pulock,26,RD,STANDARD CONTRACT,RFA,2.52,"July 17, 2018"
Thomas Hickey,32,LD,STANDARD CONTRACT,UFA,3.14,"July  1, 2018"
Thomas Hickey,32,LD,ENTRY-LEVEL CONTRACT,RFA,1.74,"July 16, 2007"
Thomas Hickey,32,LD,STANDARD CONTRACT,RFA,1.17,"July 18, 2012"
Thomas Hickey,32,LD,STANDARD CONTRACT,RFA,1.05,"July 18, 2013"
Thomas Hickey,32,LD,STANDARD CONTRACT,UFA,3.08,"July  1, 2015"
Braydon Coburn,36,LD,STANDARD CONTRACT (EXTENSION),UFA,2.14,"June 18, 2019"
Braydon Coburn,36,LD,ENTRY-LEVEL CONTRACT,RFA,1.91,"July 29, 2004"
Braydon Coburn,36,LD,STANDARD CONTRACT (EXTENSION),RFA,2.58,"November 28, 2007"
Braydon Coburn,36,LD,STANDARD CONTRACT,UFA,5.39,"July  1, 2010"
Braydon Coburn,36,LD,STANDARD CONTRACT (EXTENSION),UFA,7.00,"November  9, 2011"
Braydon Coburn,36,LD,STANDARD CONTRACT (EXTENSION),UFA,5.07,"February 26, 2016"
Adam Pelech,26,LD,STANDARD CONTRACT,RFA,2.13,"July 24, 2017"
Adam Pelech,26,LD,ENTRY-LEVEL CONTRACT,RFA,1.33,"March 15, 2014"
Scott Mayfield,28,RD,STANDARD CONTRACT (EXTENSION),UFA,1.93,"January  4, 2018"
Scott Mayfield,28,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"April  5, 2013"
Scott Mayfield,28,RD,STANDARD CONTRACT,RFA,0.86,"July 12, 2016"
Noah Dobson,21,RD,ENTRY-LEVEL CONTRACT,RFA,1.16,"August 13, 2018"
Samuel Bolduc,20,LD,ENTRY-LEVEL CONTRACT,RFA,1.03,"April 30, 2020"
Bode Wilde,21,RD,ENTRY-LEVEL CONTRACT,RFA,0.96,"December  3, 2018"
Grant Hutton,25,RD,STANDARD CONTRACT,RFA,0.89,"October 12, 2020"
Grant Hutton,25,RD,ENTRY-LEVEL CONTRACT,RFA,1.16,"March 21, 2019"
Sebastian Aho,25,LD,STANDARD CONTRACT (OFFER SHEET),UFA,10.38,"July  1, 2019"
Sebastian Aho,25,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"June 13, 2016"
Andy Greene,38,LD/RD,35+ CONTRACT,UFA,0.86,"January 11, 2021"
Andy Greene,38,LD/RD,ENTRY-LEVEL CONTRACT,RFA,2.18,"April  4, 2006"
Andy Greene,38,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,1.36,"June 13, 2007"
Andy Greene,38,LD/RD,STANDARD CONTRACT,UFA,1.30,"July  1, 2009"
Andy Greene,38,LD/RD,STANDARD CONTRACT,UFA,4.67,"July  1, 2011"
Andy Greene,38,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,7.25,"July 30, 2014"
Semyon Varlamov,33,G,STANDARD CONTRACT,UFA,6.14,"July  1, 2019"
Semyon Varlamov,33,G,ENTRY-LEVEL CONTRACT,RFA,1.93,"June 11, 2007"
Semyon Varlamov,33,G,STANDARD CONTRACT,RFA,4.41,"July  2, 2011"
Semyon Varlamov,33,G,STANDARD CONTRACT (EXTENSION),UFA,9.18,"January 30, 2014"
Ilya Sorokin,25,G,STANDARD CONTRACT (EXTENSION),RFA,2.45,"July 14, 2020"
Ilya Sorokin,25,G,ENTRY-LEVEL CONTRACT,10.2(c),1.14,"July 13, 2020"
Ken Appleby,26,G,STANDARD CONTRACT,UFA,0.89,"April  9, 2021"
Ken Appleby,26,G,ENTRY-LEVEL CONTRACT,UFA (No QO),0.89,"October  4, 2015"
Ken Appleby,26,G,STANDARD CONTRACT,UFA (No QO),0.82,"February 25, 2019"
Cory Schneider,35,G,STANDARD CONTRACT,UFA,0.86,"January 14, 2021"
Cory Schneider,35,G,ENTRY-LEVEL CONTRACT,RFA,1.96,"July  3, 2007"
Cory Schneider,35,G,STANDARD CONTRACT,RFA,1.52,"July  2, 2010"
Cory Schneider,35,G,STANDARD CONTRACT (EXTENSION),UFA,6.67,"June 28, 2012"
Cory Schneider,35,G,STANDARD CONTRACT (EXTENSION),UFA,8.70,"July  9, 2014"
Artemi Panarin,29,LW,STANDARD CONTRACT,UFA,14.29,"July  1, 2019"
Artemi Panarin,29,LW,ENTRY-LEVEL CONTRACT,RFA,1.11,"April 29, 2015"
Artemi Panarin,29,LW,STANDARD CONTRACT (EXTENSION),UFA,8.22,"December 28, 2016"
Chris Kreider,30,LW,STANDARD CONTRACT (EXTENSION),UFA,7.98,"February 24, 2020"
Chris Kreider,30,LW,ENTRY-LEVEL CONTRACT,RFA,1.33,"April 10, 2012"
Chris Kreider,30,LW,STANDARD CONTRACT,RFA,3.59,"July 23, 2014"
Chris Kreider,30,LW,STANDARD CONTRACT,UFA,6.34,"July 22, 2016"
Mika Zibanejad,28,C,STANDARD CONTRACT,UFA,7.13,"July 25, 2017"
Mika Zibanejad,28,C,ENTRY-LEVEL CONTRACT,RFA,1.44,"July 13, 2011"
Mika Zibanejad,28,C,STANDARD CONTRACT (EXTENSION),RFA,3.60,"June 25, 2015"
Ryan Strome,27,"C, RW",STANDARD CONTRACT,UFA,5.52,"November  5, 2020"
Ryan Strome,27,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.44,"October  6, 2011"
Ryan Strome,27,"C, RW",STANDARD CONTRACT,RFA,3.42,"September 20, 2016"
Ryan Strome,27,"C, RW",STANDARD CONTRACT,RFA,3.90,"July  6, 2018"
Pavel Buchnevich,26,"RW, LW",STANDARD CONTRACT,RFA,3.99,"July 26, 2019"
Pavel Buchnevich,26,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.30,"May 13, 2016"
Kaapo Kakko,20,RW,ENTRY-LEVEL CONTRACT,RFA,1.14,"July 11, 2019"
Vitali Kravtsov,21,RW,ENTRY-LEVEL CONTRACT,RFA,1.16,"May  2, 2019"
Alexis Lafrenière,19,LW,ENTRY-LEVEL CONTRACT,RFA,1.14,"October 12, 2020"
Filip Chytil,21,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.23,"July 14, 2017"
Julien Gauthier,23,RW,ENTRY-LEVEL CONTRACT,RFA,1.27,"July  9, 2016"
Brett Howden,23,C,ENTRY-LEVEL CONTRACT,RFA,1.27,"December 27, 2016"
Kevin Rooney,28,"RW, C",STANDARD CONTRACT,UFA,0.92,"October  9, 2020"
Kevin Rooney,28,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.09,"February 27, 2017"
Kevin Rooney,28,"RW, C",STANDARD CONTRACT,RFA,0.87,"July 26, 2017"
Kevin Rooney,28,"RW, C",STANDARD CONTRACT,UFA,0.88,"August 13, 2018"
Colin Blackwell,28,"C, RW",STANDARD CONTRACT,UFA,0.89,"October  9, 2020"
Colin Blackwell,28,"C, RW",STANDARD CONTRACT,UFA,0.85,"July  3, 2018"
Phillip Di Giuseppe,27,LW,STANDARD CONTRACT,UFA,0.86,"October 11, 2020"
Phillip Di Giuseppe,27,LW,ENTRY-LEVEL CONTRACT,RFA,1.27,"March 26, 2014"
Phillip Di Giuseppe,27,LW,STANDARD CONTRACT,UFA (No QO),0.97,"July 27, 2017"
Phillip Di Giuseppe,27,LW,STANDARD CONTRACT (EXTENSION),UFA (No QO),0.94,"June 26, 2018"
Phillip Di Giuseppe,27,LW,STANDARD CONTRACT,RFA,0.86,"July 17, 2019"
Jacob Trouba,27,RD,STANDARD CONTRACT,UFA,9.82,"July 19, 2019"
Jacob Trouba,27,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"April  2, 2013"
Jacob Trouba,27,RD,STANDARD CONTRACT,RFA,3.85,"November  7, 2016"
Jacob Trouba,27,RD,STANDARD CONTRACT,RFA,6.92,"July 22, 2018"
Brendan Smith,32,"LD/RD, LW",STANDARD CONTRACT (EXTENSION),UFA,5.80,"June 28, 2017"
Brendan Smith,32,"LD/RD, LW",ENTRY-LEVEL CONTRACT,RFA,1.47,"May 28, 2010"
Brendan Smith,32,"LD/RD, LW",STANDARD CONTRACT,RFA,1.96,"July 17, 2013"
Brendan Smith,32,"LD/RD, LW",STANDARD CONTRACT (EXTENSION),UFA,3.85,"June 30, 2015"
K'Andre Miller,21,LD,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 13, 2020"
Ryan Lindgren,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.23,"March 22, 2018"
Ryan Lindgren,23,LD,STANDARD CONTRACT (EXTENSION),RFA,3.68,"May 10, 2021"
Adam Fox,23,RD,ENTRY-LEVEL CONTRACT,RFA,1.16,"May  2, 2019"
Zachary Jones,20,LD,ENTRY-LEVEL CONTRACT,RFA,1.14,"April 13, 2021"
Libor Hájek,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.18,"March 21, 2017"
Anthony Bitetto,30,LD,STANDARD CONTRACT,UFA,0.90,"October  9, 2020"
Anthony Bitetto,30,LD,ENTRY-LEVEL CONTRACT,RFA,0.98,"March 29, 2012"
Anthony Bitetto,30,LD,STANDARD CONTRACT,RFA,0.88,"July  8, 2014"
Anthony Bitetto,30,LD,STANDARD CONTRACT,UFA (Group 6),0.93,"July 13, 2015"
Anthony Bitetto,30,LD,STANDARD CONTRACT (EXTENSION),UFA,0.86,"February 26, 2016"
Anthony Bitetto,30,LD,STANDARD CONTRACT (EXTENSION),UFA,0.87,"January  9, 2018"
Anthony Bitetto,30,LD,STANDARD CONTRACT,UFA,0.86,"July  2, 2019"
Alexandar Georgiev,25,G,STANDARD CONTRACT,RFA,2.98,"October 15, 2020"
Alexandar Georgiev,25,G,ENTRY-LEVEL CONTRACT,RFA,1.06,"July 17, 2017"
Igor Shesterkin,25,G,ENTRY-LEVEL CONTRACT,RFA,1.16,"May  3, 2019"
Keith Kinkaid,31,G,STANDARD CONTRACT,UFA,1.01,"October  9, 2020"
Keith Kinkaid,31,G,ENTRY-LEVEL CONTRACT,RFA,1.08,"April 18, 2011"
Keith Kinkaid,31,G,STANDARD CONTRACT,RFA,0.86,"July 20, 2013"
Keith Kinkaid,31,G,STANDARD CONTRACT,RFA,0.87,"July  4, 2014"
Keith Kinkaid,31,G,STANDARD CONTRACT (EXTENSION),UFA,1.05,"April 13, 2015"
Keith Kinkaid,31,G,STANDARD CONTRACT (EXTENSION),UFA,1.67,"June 29, 2017"
Keith Kinkaid,31,G,STANDARD CONTRACT,UFA,2.15,"July  1, 2019"
Claude Giroux,33,"LW, C, RW",STANDARD CONTRACT (EXTENSION),UFA,12.87,"July  4, 2013"
Claude Giroux,33,"LW, C, RW",ENTRY-LEVEL CONTRACT,RFA,1.69,"July 23, 2007"
Claude Giroux,33,"LW, C, RW",STANDARD CONTRACT (EXTENSION),RFA,6.31,"November  8, 2010"
Jakub Voracek,31,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,11.55,"July 30, 2015"
Jakub Voracek,31,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.74,"August  2, 2007"
Jakub Voracek,31,"RW, LW",STANDARD CONTRACT,RFA,3.50,"July  1, 2011"
Jakub Voracek,31,"RW, LW",STANDARD CONTRACT,UFA,7.08,"July 26, 2012"
Kevin Hayes,29,C,STANDARD CONTRACT (EXTENSION),UFA,8.98,"June 18, 2019"
Kevin Hayes,29,C,ENTRY-LEVEL CONTRACT,RFA,1.30,"August 20, 2014"
Kevin Hayes,29,C,STANDARD CONTRACT,RFA,3.56,"July 22, 2016"
Kevin Hayes,29,C,STANDARD CONTRACT,UFA,6.51,"July 30, 2018"
James van Riemsdyk,32,LW,STANDARD CONTRACT,UFA,8.81,"July  1, 2018"
James van Riemsdyk,32,LW,ENTRY-LEVEL CONTRACT,RFA,1.54,"April  1, 2009"
James van Riemsdyk,32,LW,STANDARD CONTRACT (EXTENSION),UFA,6.61,"August 30, 2011"
Travis Konecny,24,"RW, LW",STANDARD CONTRACT,UFA,6.75,"September 16, 2019"
Travis Konecny,24,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.30,"July 16, 2015"
Sean Couturier,28,C,STANDARD CONTRACT (EXTENSION),UFA,6.07,"July 28, 2015"
Sean Couturier,28,C,ENTRY-LEVEL CONTRACT,RFA,1.44,"September 26, 2011"
Sean Couturier,28,C,STANDARD CONTRACT (EXTENSION),RFA,2.72,"July 20, 2013"
Oskar Lindblom,24,LW,STANDARD CONTRACT (EXTENSION),RFA,3.68,"July 22, 2020"
Oskar Lindblom,24,LW,ENTRY-LEVEL CONTRACT,RFA,1.27,"May 30, 2017"
Scott Laughton,27,"LW, C",STANDARD CONTRACT,UFA,2.82,"July 12, 2019"
Scott Laughton,27,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,3.68,"April 12, 2021"
Scott Laughton,27,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.54,"August 12, 2012"
Scott Laughton,27,"LW, C",STANDARD CONTRACT,RFA,1.28,"July 11, 2017"
Nicolas Aubé-Kubel,25,RW,STANDARD CONTRACT (EXTENSION),RFA,1.32,"September 17, 2020"
Nicolas Aubé-Kubel,25,RW,ENTRY-LEVEL CONTRACT,RFA,1.06,"October  5, 2014"
Nicolas Aubé-Kubel,25,RW,STANDARD CONTRACT,RFA,0.86,"July 16, 2019"
Tanner Laczynski,24,C,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 23, 2020"
Joel Farabee,21,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"March 25, 2019"
Jackson Cates,23,C,ENTRY-LEVEL CONTRACT,RFA,1.14,"April 13, 2021"
Nolan Patrick,22,"C, RW",STANDARD CONTRACT,RFA,1.07,"October 16, 2020"
Nolan Patrick,22,"C, RW",ENTRY-LEVEL CONTRACT,10.2(c),1.23,"July 17, 2017"
Carsen Twarynski,23,LW,ENTRY-LEVEL CONTRACT,RFA,1.03,"March 11, 2018"
Ivan Provorov,24,LD,STANDARD CONTRACT,UFA,8.28,"September 12, 2019"
Ivan Provorov,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.30,"July  3, 2015"
Shayne Gostisbehere,28,LD,STANDARD CONTRACT (EXTENSION),UFA,6.16,"June  9, 2017"
Shayne Gostisbehere,28,LD,ENTRY-LEVEL CONTRACT,RFA,1.44,"May 26, 2014"
Travis Sanheim,25,LD,STANDARD CONTRACT (EXTENSION),RFA,3.99,"June 24, 2019"
Travis Sanheim,25,LD,ENTRY-LEVEL CONTRACT,RFA,1.34,"October  5, 2014"
Philippe Myers,24,RD,STANDARD CONTRACT,RFA,3.13,"December  8, 2020"
Philippe Myers,24,RD,ENTRY-LEVEL CONTRACT,RFA,0.89,"September 21, 2015"
Justin Braun,34,RD,STANDARD CONTRACT (EXTENSION),UFA,2.21,"October  5, 2020"
Justin Braun,34,RD,ENTRY-LEVEL CONTRACT,RFA,1.12,"March 24, 2010"
Justin Braun,34,RD,STANDARD CONTRACT (EXTENSION),UFA,2.10,"June 28, 2010"
Justin Braun,34,RD,STANDARD CONTRACT (EXTENSION),UFA,5.51,"September 20, 2014"
Robert Hägg,26,LD,STANDARD CONTRACT (EXTENSION),UFA,1.96,"September 28, 2020"
Robert Hägg,26,LD,ENTRY-LEVEL CONTRACT,RFA,1.44,"March 21, 2014"
Robert Hägg,26,LD,STANDARD CONTRACT,RFA,1.45,"August  1, 2018"
Samuel Morin,25,"LD, LW",STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.88,"June 22, 2018"
Samuel Morin,25,"LD, LW",ENTRY-LEVEL CONTRACT,RFA,1.44,"September 19, 2013"
Brian Elliott,36,G,35+ CONTRACT (EXTENSION),UFA,1.84,"October  3, 2020"
Brian Elliott,36,G,ENTRY-LEVEL CONTRACT,RFA,1.87,"March 21, 2007"
Brian Elliott,36,G,STANDARD CONTRACT,UFA,1.50,"August  4, 2009"
Brian Elliott,36,G,STANDARD CONTRACT,UFA,0.93,"July  2, 2011"
Brian Elliott,36,G,STANDARD CONTRACT (EXTENSION),UFA,2.80,"January 18, 2012"
Brian Elliott,36,G,STANDARD CONTRACT (EXTENSION),UFA,3.89,"May 19, 2014"
Brian Elliott,36,G,STANDARD CONTRACT,UFA,3.67,"July  1, 2017"
Brian Elliott,36,G,STANDARD CONTRACT (EXTENSION),UFA,2.45,"June 26, 2019"
Carter Hart,22,G,ENTRY-LEVEL CONTRACT,RFA,1.09,"October  2, 2016"
Alex Lyon,28,G,STANDARD CONTRACT (EXTENSION),UFA,0.86,"September 25, 2020"
Alex Lyon,28,G,ENTRY-LEVEL CONTRACT,10.2(c),1.30,"April  5, 2016"
Alex Lyon,28,G,STANDARD CONTRACT,RFA,1.17,"July 15, 2017"
Alex Lyon,28,G,STANDARD CONTRACT,UFA,0.94,"July  7, 2018"
Evgeni Malkin,34,C,STANDARD CONTRACT (EXTENSION),UFA,14.77,"July  1, 2013"
Evgeni Malkin,34,C,ENTRY-LEVEL CONTRACT,RFA,2.52,"June 20, 2006"
Evgeni Malkin,34,C,STANDARD CONTRACT (EXTENSION),UFA,15.34,"July  2, 2008"
Sidney Crosby,33,C,STANDARD CONTRACT (EXTENSION),UFA,14.50,"July  1, 2012"
Sidney Crosby,33,C,ENTRY-LEVEL CONTRACT,RFA,2.18,"September  9, 2005"
Sidney Crosby,33,C,STANDARD CONTRACT (EXTENSION),UFA,17.30,"July  7, 2007"
Jake Guentzel,26,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,7.55,"December 27, 2018"
Jake Guentzel,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.03,"May 23, 2016"
Jason Zucker,29,"LW, RW",STANDARD CONTRACT,UFA,6.92,"July 25, 2018"
Jason Zucker,29,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.20,"March 27, 2012"
Jason Zucker,29,"LW, RW",STANDARD CONTRACT,RFA,1.30,"July 15, 2014"
Jason Zucker,29,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,2.74,"June 29, 2016"
Brandon Tanev,29,"RW, LW",STANDARD CONTRACT,UFA,4.29,"July  1, 2019"
Brandon Tanev,29,"RW, LW",ENTRY-LEVEL CONTRACT,10.2(c),3.17,"March 30, 2016"
Brandon Tanev,29,"RW, LW",STANDARD CONTRACT,RFA,1.20,"July 21, 2016"
Brandon Tanev,29,"RW, LW",STANDARD CONTRACT,RFA,0.93,"July 10, 2017"
Brandon Tanev,29,"RW, LW",STANDARD CONTRACT,UFA,1.45,"July 22, 2018"
Bryan Rust,29,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,4.40,"June 26, 2018"
Bryan Rust,29,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,0.95,"April  1, 2014"
Bryan Rust,29,"RW, LW",STANDARD CONTRACT (EXTENSION),RFA,0.88,"March 14, 2016"
Kasperi Kapanen,24,RW,STANDARD CONTRACT (EXTENSION),RFA,3.93,"June 28, 2019"
Kasperi Kapanen,24,RW,ENTRY-LEVEL CONTRACT,RFA,1.34,"July 12, 2014"
Jared McCann,25,"LW, C",STANDARD CONTRACT (EXTENSION),RFA,3.61,"September 18, 2020"
Jared McCann,25,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.34,"July 26, 2014"
Jared McCann,25,"LW, C",STANDARD CONTRACT,RFA,1.57,"July  1, 2018"
Jeff Carter,36,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,8.88,"November 13, 2010"
Jeff Carter,36,"C, RW",ENTRY-LEVEL CONTRACT,RFA,2.42,"July 27, 2005"
Jeff Carter,36,"C, RW",STANDARD CONTRACT (EXTENSION),RFA,8.82,"June 27, 2008"
Colton Sceviour,32,RW,STANDARD CONTRACT (EXTENSION),UFA,1.60,"February 12, 2018"
Colton Sceviour,32,RW,ENTRY-LEVEL CONTRACT,RFA,1.03,"January 20, 2009"
Colton Sceviour,32,RW,STANDARD CONTRACT (EXTENSION),RFA,0.88,"June  9, 2011"
Colton Sceviour,32,RW,STANDARD CONTRACT,RFA,0.88,"July 12, 2012"
Colton Sceviour,32,RW,STANDARD CONTRACT (EXTENSION),UFA,0.93,"June 21, 2013"
Colton Sceviour,32,RW,STANDARD CONTRACT (EXTENSION),UFA,1.01,"March  2, 2014"
Colton Sceviour,32,RW,STANDARD CONTRACT,UFA,1.30,"July  1, 2016"
Zach Aston-Reese,26,"LW, RW",STANDARD CONTRACT,RFA,1.23,"July 22, 2019"
Zach Aston-Reese,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.27,"March 14, 2017"
Drew O'Connor,23,LW,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 10, 2020"
Kasper Björkqvist,23,LW,ENTRY-LEVEL CONTRACT,RFA,1.00,"May 15, 2019"
Radim Zohorna,25,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,0.97,"April 29, 2020"
Teddy Blueger,26,"C, LW",STANDARD CONTRACT,RFA,0.92,"July 16, 2019"
Teddy Blueger,26,"C, LW",ENTRY-LEVEL CONTRACT,RFA,0.99,"March 22, 2016"
Teddy Blueger,26,"C, LW",STANDARD CONTRACT,RFA,0.82,"July 13, 2018"
Sam Lafferty,26,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,0.92,"October  8, 2020"
Sam Lafferty,26,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.02,"March  6, 2018"
Anthony Angello,25,"C, RW",STANDARD CONTRACT,RFA,0.89,"October 10, 2020"
Anthony Angello,25,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.11,"April  5, 2018"
Frédérick Gaudreau,28,C,STANDARD CONTRACT,UFA,0.86,"October 10, 2020"
Frédérick Gaudreau,28,C,ENTRY-LEVEL CONTRACT,RFA,0.83,"January  5, 2016"
Frédérick Gaudreau,28,C,STANDARD CONTRACT,UFA,0.89,"July 17, 2017"
Mark Jankowski,26,"LW, C",STANDARD CONTRACT,RFA,0.86,"October  9, 2020"
Mark Jankowski,26,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.30,"March 30, 2016"
Mark Jankowski,26,"LW, C",STANDARD CONTRACT,UFA (No QO),2.11,"July 25, 2018"
Evan Rodrigues,27,"RW, C",STANDARD CONTRACT,UFA,0.86,"October  9, 2020"
Evan Rodrigues,27,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.22,"April 22, 2015"
Evan Rodrigues,27,"RW, C",STANDARD CONTRACT,RFA,0.87,"July 27, 2017"
Evan Rodrigues,27,"RW, C",STANDARD CONTRACT,UFA (No QO),2.45,"July 25, 2019"
Kris Letang,34,RD,STANDARD CONTRACT (EXTENSION),UFA,11.28,"July  1, 2013"
Kris Letang,34,RD,ENTRY-LEVEL CONTRACT,RFA,1.45,"October  2, 2006"
Kris Letang,34,RD,STANDARD CONTRACT (EXTENSION),UFA,6.16,"March 30, 2010"
Michael Matheson,27,LD,STANDARD CONTRACT (EXTENSION),UFA,6.50,"October  7, 2017"
Michael Matheson,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.34,"April  1, 2015"
Brian Dumoulin,29,LD,STANDARD CONTRACT,UFA,5.47,"July 24, 2017"
Brian Dumoulin,29,LD,ENTRY-LEVEL CONTRACT,RFA,1.29,"April 10, 2012"
Brian Dumoulin,29,LD,STANDARD CONTRACT,RFA,1.10,"July  9, 2015"
Marcus Pettersson,25,LD,STANDARD CONTRACT (EXTENSION),UFA,4.94,"January 28, 2020"
Marcus Pettersson,25,LD,ENTRY-LEVEL CONTRACT,RFA,1.20,"June 12, 2015"
Marcus Pettersson,25,LD,STANDARD CONTRACT,RFA,1.07,"September 12, 2019"
Cody Ceci,27,RD,STANDARD CONTRACT,UFA,1.53,"October 17, 2020"
Cody Ceci,27,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"August 23, 2012"
Cody Ceci,27,RD,STANDARD CONTRACT,RFA,3.84,"August 23, 2016"
Cody Ceci,27,RD,STANDARD CONTRACT,RFA,5.41,"August  3, 2018"
Cody Ceci,27,RD,STANDARD CONTRACT,UFA,5.52,"July  4, 2019"
Juuso Riikola,27,LD,STANDARD CONTRACT (EXTENSION),UFA,1.41,"September  5, 2020"
Juuso Riikola,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.23,"May 18, 2018"
Juuso Riikola,27,LD,STANDARD CONTRACT (EXTENSION),RFA,1.07,"May 30, 2019"
John Marino,24,RD,ENTRY-LEVEL CONTRACT,RFA,1.14,"August  8, 2019"
John Marino,24,RD,STANDARD CONTRACT (EXTENSION),UFA,5.40,"January  3, 2021"
Pierre-Olivier Joseph,21,LD,ENTRY-LEVEL CONTRACT,RFA,1.23,"December  4, 2017"
Mark Friedman,25,RD,STANDARD CONTRACT (EXTENSION),RFA,0.89,"July 13, 2020"
Mark Friedman,25,RD,ENTRY-LEVEL CONTRACT,RFA,1.03,"March 21, 2017"
Yannick Weber,32,RD,STANDARD CONTRACT,UFA,0.86,"January 27, 2021"
Yannick Weber,32,RD,ENTRY-LEVEL CONTRACT,RFA,1.08,"August 15, 2008"
Yannick Weber,32,RD,STANDARD CONTRACT (EXTENSION),UFA,1.32,"June 29, 2011"
Yannick Weber,32,RD,STANDARD CONTRACT,RFA,1.01,"July  5, 2013"
Yannick Weber,32,RD,STANDARD CONTRACT,UFA (No QO),1.23,"July  4, 2014"
Yannick Weber,32,RD,STANDARD CONTRACT,UFA,2.10,"July  1, 2015"
Yannick Weber,32,RD,STANDARD CONTRACT,UFA,0.79,"July  1, 2016"
Yannick Weber,32,RD,STANDARD CONTRACT (EXTENSION),UFA,0.89,"June 13, 2017"
Yannick Weber,32,RD,STANDARD CONTRACT (EXTENSION),UFA,0.90,"January  9, 2018"
Chad Ruhwedel,31,RD,STANDARD CONTRACT (EXTENSION),UFA,0.88,"May 23, 2019"
Chad Ruhwedel,31,RD,STANDARD CONTRACT (EXTENSION),UFA,0.92,"August 28, 2020"
Chad Ruhwedel,31,RD,ENTRY-LEVEL CONTRACT,RFA,1.44,"April 13, 2013"
Chad Ruhwedel,31,RD,STANDARD CONTRACT,UFA (Group 6),0.94,"July 16, 2014"
Chad Ruhwedel,31,RD,STANDARD CONTRACT,UFA,0.79,"July  1, 2016"
Chad Ruhwedel,31,RD,STANDARD CONTRACT (EXTENSION),UFA,0.87,"June 22, 2017"
Tristan Jarry,26,G,STANDARD CONTRACT (EXTENSION),UFA,4.29,"October  3, 2020"
Tristan Jarry,26,G,ENTRY-LEVEL CONTRACT,RFA,1.01,"September  8, 2013"
Tristan Jarry,26,G,STANDARD CONTRACT,RFA,0.85,"July 26, 2018"
Casey DeSmith,29,G,STANDARD CONTRACT (EXTENSION),UFA,1.57,"January 11, 2019"
Casey DeSmith,29,G,STANDARD CONTRACT,UFA,0.90,"July  1, 2017"
Emil Larmi,24,G,ENTRY-LEVEL CONTRACT,RFA,1.00,"June  2, 2019"
Alex D'Orio,22,G,ENTRY-LEVEL CONTRACT,RFA,0.96,"September 13, 2017"
Maxime Lagacé,28,G,STANDARD CONTRACT,UFA,0.86,"October 10, 2020"
Maxime Lagacé,28,G,ENTRY-LEVEL CONTRACT,RFA,0.99,"July 24, 2012"
Maxime Lagacé,28,G,STANDARD CONTRACT (EXTENSION),UFA (No QO),0.82,"June 30, 2016"
