name,cap_hit_percentage_at_signing,signing_date,age_at_signing,is_ufa,expires_as_ufa,is_center,is_winger,is_defenseman,prev_1_goals,prev_2_goals,prev_3_goals,prev_1_assists,prev_2_assists,prev_3_assists,prev_1_xgf,prev_2_xgf,prev_3_xgf,prev_1_corsi,prev_2_corsi,prev_3_corsi,prev_1_sh,prev_2_sh,prev_3_sh
Steven Santini,0.0178,2018-08-14,24.0,0,0,0,0,1,2.0,2.0,0.0,8.0,5.0,0.0,0.36,0.44,0.66,0.34,0.43,0.28,0.0357,0.0357,0.0357
Steven Stamkos,0.1164,2016-06-29,27.0,1,1,1,1,0,36.0,43.0,25.0,28.0,29.0,15.0,0.54,0.59,0.63,0.56,0.58,0.58,0.1667,0.1667,0.1667
Steven Stamkos,0.1166,2011-07-18,22.0,0,1,1,1,0,45.0,51.0,25.0,46.0,44.0,23.0,0.64,0.58,0.58,0.59,0.56,0.55,0.1654,0.1654,0.1654
T.J. Oshie,0.0767,2017-06-23,31.0,1,1,1,1,0,33.0,26.0,19.0,23.0,25.0,36.0,0.56,0.57,0.59,0.57,0.54,0.55,0.2357,0.2357,0.2357
T.J. Oshie,0.0696,2012-07-19,26.0,0,1,1,1,0,19.0,12.0,18.0,35.0,22.0,30.0,0.59,0.57,0.52,0.55,0.56,0.53,0.1011,0.1011,0.1011
T.J. Oshie,0.0365,2011-06-30,25.0,0,0,1,1,0,12.0,18.0,14.0,22.0,30.0,25.0,0.57,0.52,0.61,0.56,0.53,0.51,0.1165,0.1165,0.1165
TJ Brodie,0.061399999999999996,2020-10-09,31.0,1,1,0,0,1,4.0,9.0,4.0,15.0,26.0,28.0,0.51,0.51,0.5,0.5,0.54,0.52,0.0615,0.0615,0.0615
TJ Brodie,0.0674,2014-10-20,25.0,0,1,0,0,1,4.0,2.0,2.0,27.0,12.0,12.0,0.49,0.53,0.57,0.51,0.52,0.55,0.0385,0.0385,0.0385
TJ Brodie,0.033,2013-07-31,24.0,0,0,0,0,1,2.0,2.0,0.0,12.0,12.0,0.0,0.53,0.57,0.55,0.52,0.55,0.6,0.0455,0.0455,0.0455
Tage Thompson,0.0172,2020-10-05,23.0,0,0,1,1,0,0.0,7.0,3.0,0.0,5.0,6.0,0.68,0.44,0.47,0.54,0.5,0.52,0.0,0.0,0.0
Tanner Kero,0.0092,2021-05-17,28.0,1,1,1,1,0,3.0,0.0,0.0,7.0,0.0,0.0,0.5,0.0,0.0,0.49,0.0,0.0,0.0769,0.0769,0.0769
Tanner Kero,0.009399999999999999,2019-07-01,27.0,0,1,1,1,0,0.0,1.0,6.0,0.0,2.0,10.0,0.0,0.36,0.47,0.0,0.36,0.42,0.0,0.0,0.0
Tanner Kero,0.0103,2017-03-23,24.0,0,0,1,1,0,6.0,1.0,0.0,10.0,2.0,0.0,0.47,0.32,0.0,0.42,0.41,0.0,0.1,0.1,0.1
Tanner Pearson,0.039900000000000005,2021-04-08,28.0,1,1,0,1,0,10.0,20.0,18.0,8.0,22.0,9.0,0.45,0.52,0.5,0.49,0.49,0.5,0.0909,0.0909,0.0909
Tanner Pearson,0.051399999999999994,2017-05-09,24.0,0,1,0,1,0,24.0,15.0,12.0,20.0,21.0,4.0,0.59,0.52,0.55,0.6,0.55,0.59,0.1283,0.1283,0.1283
Tanner Pearson,0.0192,2015-04-02,22.0,0,0,0,1,0,12.0,3.0,0.0,4.0,4.0,0.0,0.55,0.61,0.0,0.59,0.56,0.0,0.1765,0.1765,0.1765
Taylor Hall,0.09820000000000001,2020-10-11,29.0,1,1,0,1,0,16.0,11.0,39.0,36.0,25.0,54.0,0.57,0.6,0.59,0.55,0.59,0.57,0.069,0.069,0.069
Taylor Hall,0.1,2012-08-22,21.0,0,1,0,1,0,27.0,22.0,0.0,26.0,20.0,0.0,0.57,0.51,0.0,0.57,0.54,0.0,0.1304,0.1304,0.1304
Teddy Blueger,0.0092,2019-07-16,25.0,0,0,1,1,0,6.0,0.0,0.0,4.0,0.0,0.0,0.41,0.0,0.0,0.44,0.0,0.0,0.1818,0.1818,0.1818
Teddy Blueger,0.008199999999999999,2018-07-13,24.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teuvo Teräväinen,0.0679,2019-01-21,24.0,0,1,0,1,0,21.0,23.0,15.0,55.0,41.0,27.0,0.61,0.64,0.62,0.6,0.64,0.61,0.1257,0.1257,0.1257
Teuvo Teräväinen,0.0392,2017-06-15,22.0,0,0,0,1,0,15.0,13.0,4.0,27.0,22.0,5.0,0.62,0.51,0.55,0.61,0.52,0.57,0.0888,0.0888,0.0888
Thomas Chabot,0.09820000000000001,2019-09-19,23.0,0,1,0,0,1,14.0,9.0,0.0,40.0,16.0,0.0,0.54,0.51,0.43,0.51,0.52,0.43,0.0757,0.0757,0.0757
Thomas Hickey,0.031400000000000004,2018-07-01,30.0,1,1,0,0,1,5.0,4.0,6.0,20.0,16.0,12.0,0.42,0.47,0.43,0.43,0.45,0.44,0.0575,0.0575,0.0575
Thomas Hickey,0.0308,2015-07-01,27.0,0,1,0,0,1,2.0,4.0,1.0,20.0,18.0,3.0,0.51,0.47,0.56,0.49,0.47,0.54,0.0244,0.0244,0.0244
Thomas Hickey,0.0105,2013-07-18,25.0,0,0,0,0,1,1.0,0.0,0.0,3.0,0.0,0.0,0.56,0.0,0.0,0.54,0.0,0.0,0.025,0.025,0.025
Thomas Hickey,0.011699999999999999,2012-07-18,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timo Meier,0.0736,2019-07-01,23.0,0,0,0,1,0,30.0,21.0,3.0,33.0,15.0,3.0,0.58,0.57,0.6,0.58,0.55,0.56,0.1205,0.1205,0.1205
Tobias Rieder,0.0086,2020-10-09,28.0,1,1,0,1,0,4.0,0.0,12.0,6.0,11.0,13.0,0.45,0.4,0.42,0.43,0.43,0.45,0.0519,0.0519,0.0519
Tobias Rieder,0.0086,2019-09-29,27.0,0,1,0,1,0,0.0,12.0,16.0,11.0,13.0,17.0,0.4,0.42,0.43,0.43,0.45,0.44,0.0,0.0,0.0
Tobias Rieder,0.0252,2018-07-01,26.0,0,0,0,1,0,12.0,16.0,14.0,13.0,17.0,23.0,0.42,0.43,0.49,0.45,0.44,0.51,0.1053,0.1053,0.1053
Tobias Rieder,0.0305,2016-10-03,24.0,0,0,0,1,0,14.0,13.0,0.0,23.0,8.0,0.0,0.49,0.42,0.0,0.51,0.5,0.0,0.0741,0.0741,0.0741
Tom Wilson,0.065,2018-07-27,25.0,0,1,0,1,0,14.0,7.0,7.0,21.0,12.0,16.0,0.47,0.42,0.45,0.47,0.43,0.42,0.1138,0.1138,0.1138
Tom Wilson,0.0274,2016-06-30,23.0,0,0,0,1,0,7.0,4.0,3.0,16.0,13.0,7.0,0.45,0.57,0.48,0.42,0.53,0.45,0.0707,0.0707,0.0707
Tomas Hertl,0.0708,2018-07-02,25.0,0,1,1,1,0,22.0,10.0,21.0,24.0,12.0,25.0,0.54,0.51,0.62,0.54,0.55,0.58,0.1257,0.1257,0.1257
Tomas Hertl,0.041100000000000005,2016-06-29,23.0,0,0,1,1,0,21.0,13.0,15.0,25.0,18.0,10.0,0.62,0.54,0.64,0.58,0.57,0.6,0.104,0.104,0.104
Tomas Nosek,0.015300000000000001,2020-10-09,28.0,1,1,1,1,0,8.0,8.0,7.0,7.0,9.0,8.0,0.46,0.49,0.47,0.46,0.5,0.46,0.087,0.087,0.087
Tomas Nosek,0.0123,2019-07-01,27.0,0,1,1,1,0,8.0,7.0,1.0,9.0,8.0,0.0,0.49,0.47,0.52,0.5,0.46,0.45,0.069,0.069,0.069
Tomas Nosek,0.0121,2018-07-17,26.0,0,0,1,1,0,7.0,1.0,0.0,8.0,0.0,0.0,0.47,0.52,0.41,0.46,0.45,0.45,0.0761,0.0761,0.0761
Tomas Nosek,0.0086,2016-05-27,23.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
Tomas Tatar,0.0707,2017-07-21,27.0,0,1,0,1,0,25.0,21.0,29.0,21.0,24.0,27.0,0.54,0.59,0.65,0.56,0.63,0.65,0.1506,0.1506,0.1506
Tomas Tatar,0.039900000000000005,2014-07-27,24.0,0,0,0,1,0,19.0,4.0,0.0,20.0,3.0,0.0,0.6,0.62,0.0,0.62,0.67,0.0,0.1203,0.1203,0.1203
Torey Krug,0.07980000000000001,2020-10-09,30.0,1,1,0,0,1,10.0,6.0,14.0,37.0,47.0,45.0,0.6,0.57,0.6,0.62,0.6,0.6,0.069,0.069,0.069
Torey Krug,0.0719,2016-06-30,26.0,0,1,0,0,1,4.0,12.0,14.0,40.0,27.0,26.0,0.56,0.59,0.62,0.58,0.59,0.61,0.0164,0.0164,0.0164
Torey Krug,0.0493,2015-03-06,24.0,0,0,0,0,1,12.0,14.0,0.0,27.0,26.0,1.0,0.59,0.62,0.71,0.59,0.61,0.61,0.0585,0.0585,0.0585
Torey Krug,0.0203,2014-10-05,24.0,0,0,0,0,1,14.0,0.0,0.0,26.0,1.0,1.0,0.62,0.71,0.35,0.61,0.61,0.48,0.0765,0.0765,0.0765
Travis Boyd,0.0086,2020-10-10,27.0,0,1,1,1,0,3.0,5.0,0.0,7.0,15.0,1.0,0.47,0.4,0.41,0.56,0.47,0.43,0.1111,0.1111,0.1111
Travis Boyd,0.0101,2018-07-01,25.0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.41,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0
Travis Boyd,0.0087,2017-07-05,24.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Dermott,0.010700000000000001,2020-10-23,24.0,0,0,0,0,1,4.0,4.0,1.0,7.0,14.0,12.0,0.5,0.48,0.55,0.47,0.52,0.55,0.0615,0.0615,0.0615
Travis Hamonic,0.015300000000000001,2021-01-12,30.0,1,1,0,0,1,3.0,3.0,7.0,7.0,8.0,12.0,0.38,0.43,0.49,0.41,0.43,0.49,0.038,0.038,0.038
Travis Hamonic,0.06,2013-07-05,23.0,0,1,0,0,1,3.0,2.0,5.0,7.0,22.0,21.0,0.49,0.49,0.48,0.45,0.46,0.48,0.0361,0.0361,0.0361
Travis Konecny,0.0675,2019-09-16,23.0,0,1,0,1,0,24.0,24.0,11.0,25.0,23.0,17.0,0.49,0.54,0.51,0.53,0.52,0.53,0.1326,0.1326,0.1326
Travis Sanheim,0.039900000000000005,2019-06-24,24.0,0,0,0,0,1,9.0,2.0,0.0,26.0,8.0,0.0,0.52,0.53,0.0,0.5,0.53,0.0,0.0744,0.0744,0.0744
Travis Zajac,0.0894,2013-01-16,28.0,1,1,1,0,0,7.0,2.0,13.0,13.0,4.0,31.0,0.58,0.47,0.52,0.6,0.48,0.55,0.0854,0.0854,0.0854
Trevor Lewis,0.0092,2021-01-13,34.0,1,1,0,1,0,5.0,5.0,3.0,5.0,6.0,9.0,0.38,0.5,0.43,0.36,0.5,0.46,0.0735,0.0735,0.0735
Trevor Lewis,0.0274,2016-06-25,30.0,1,1,0,1,0,8.0,9.0,6.0,8.0,16.0,5.0,0.48,0.48,0.42,0.51,0.51,0.47,0.0479,0.0479,0.0479
Trevor Lewis,0.023700000000000002,2014-04-08,27.0,1,1,0,1,0,6.0,5.0,3.0,5.0,9.0,4.0,0.42,0.5,0.43,0.47,0.5,0.47,0.0541,0.0541,0.0541
Trevor Lewis,0.0206,2013-07-23,27.0,0,1,0,1,0,5.0,3.0,3.0,9.0,4.0,10.0,0.5,0.43,0.39,0.5,0.47,0.43,0.0543,0.0543,0.0543
Trevor Lewis,0.0113,2011-07-15,25.0,0,0,0,1,0,3.0,0.0,1.0,10.0,0.0,2.0,0.39,0.35,0.66,0.43,0.37,0.59,0.0286,0.0286,0.0286
Trevor Moore,0.0097,2019-01-13,24.0,0,0,0,1,0,2.0,0.0,0.0,6.0,0.0,0.0,0.53,0.0,0.0,0.51,0.0,0.0,0.0769,0.0769,0.0769
Troy Stecher,0.0209,2020-10-10,27.0,0,1,0,0,1,5.0,2.0,1.0,13.0,21.0,10.0,0.46,0.47,0.43,0.47,0.49,0.46,0.0581,0.0581,0.0581
Troy Stecher,0.0292,2018-07-20,25.0,0,0,0,0,1,1.0,3.0,0.0,10.0,21.0,0.0,0.43,0.5,0.0,0.46,0.54,0.0,0.0106,0.0106,0.0106
Troy Terry,0.0178,2020-07-14,23.0,0,0,1,1,0,4.0,4.0,0.0,11.0,9.0,0.0,0.54,0.57,0.32,0.55,0.53,0.41,0.0548,0.0548,0.0548
Tucker Poolman,0.0097,2018-07-24,26.0,0,1,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.53,0.0,0.0,0.53,0.0,0.0,0.037,0.037,0.037
Tyler Bozak,0.0629,2018-07-01,33.0,1,1,1,1,0,11.0,18.0,12.0,32.0,37.0,23.0,0.65,0.58,0.58,0.59,0.57,0.58,0.0714,0.0714,0.0714
Tyler Bozak,0.0653,2013-07-05,28.0,1,1,1,1,0,12.0,18.0,15.0,16.0,29.0,17.0,0.52,0.55,0.5,0.5,0.53,0.49,0.1967,0.1967,0.1967
Tyler Bozak,0.0233,2011-07-06,26.0,0,1,1,1,0,15.0,8.0,0.0,17.0,19.0,0.0,0.5,0.55,0.0,0.49,0.55,0.0,0.125,0.125,0.125
Tyler Ennis,0.0123,2020-10-09,31.0,1,1,1,1,0,16.0,12.0,8.0,21.0,6.0,14.0,0.57,0.54,0.57,0.55,0.53,0.49,0.1006,0.1006,0.1006
Tyler Ennis,0.0098,2019-07-01,30.0,1,1,1,1,0,12.0,8.0,5.0,6.0,14.0,8.0,0.54,0.57,0.5,0.53,0.49,0.53,0.1481,0.1481,0.1481
Tyler Ennis,0.008199999999999999,2018-07-06,29.0,1,1,1,1,0,8.0,5.0,3.0,14.0,8.0,8.0,0.57,0.5,0.53,0.49,0.53,0.53,0.0696,0.0696,0.0696
Tyler Ennis,0.0667,2014-07-16,25.0,0,1,1,1,0,21.0,10.0,15.0,22.0,21.0,19.0,0.53,0.55,0.5,0.52,0.54,0.52,0.1,0.1,0.1
Tyler Ennis,0.046900000000000004,2012-09-15,23.0,0,0,1,1,0,15.0,20.0,3.0,19.0,29.0,6.0,0.5,0.59,0.64,0.52,0.55,0.61,0.1829,0.1829,0.1829
Tyler Graovac,0.0086,2020-12-13,28.0,1,1,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.15,0.5,0.0,0.25,0.4,0.4,0.4
Tyler Graovac,0.0086,2019-07-01,27.0,0,1,1,0,0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.15,0.47,0.0,0.25,0.4,0.0,0.0,0.0
Tyler Graovac,0.008199999999999999,2018-07-01,26.0,0,0,1,0,0,0.0,7.0,0.0,0.0,2.0,0.0,0.15,0.47,0.5,0.25,0.4,0.57,0.0,0.0,0.0
Tyler Graovac,0.0086,2016-06-30,24.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.35,0.0,0.57,0.41,0.0,0.0,0.0,0.0
Tyler Johnson,0.0667,2017-07-10,27.0,0,1,1,1,0,19.0,14.0,29.0,26.0,24.0,43.0,0.53,0.58,0.55,0.52,0.56,0.53,0.1462,0.1462,0.1462
Tyler Johnson,0.0483,2014-05-26,23.0,0,0,1,1,0,24.0,3.0,0.0,26.0,3.0,0.0,0.52,0.38,0.0,0.5,0.5,0.0,0.1326,0.1326,0.1326
Tyler Lewington,0.0086,2020-10-13,26.0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.44,0.6,0.0,0.45,0.55,0.0,0.0,0.0,0.0
Tyler Lewington,0.009000000000000001,2018-05-18,23.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Motte,0.015,2020-10-09,26.0,0,1,0,1,0,4.0,9.0,5.0,4.0,7.0,2.0,0.37,0.37,0.47,0.36,0.39,0.42,0.1081,0.1081,0.1081
Tyler Motte,0.012,2019-07-02,25.0,0,0,0,1,0,9.0,5.0,4.0,7.0,2.0,3.0,0.37,0.47,0.34,0.39,0.42,0.38,0.0789,0.0789,0.0789
Tyler Myers,0.0736,2019-07-01,30.0,1,1,0,0,1,9.0,6.0,2.0,20.0,30.0,3.0,0.47,0.49,0.43,0.46,0.48,0.44,0.0577,0.0577,0.0577
Tyler Myers,0.0855,2011-09-15,22.0,0,1,0,0,1,10.0,11.0,0.0,27.0,37.0,0.0,0.52,0.47,0.0,0.52,0.48,0.0,0.082,0.082,0.082
Tyler Pitlick,0.0215,2020-10-09,29.0,1,1,0,1,0,9.0,8.0,14.0,11.0,4.0,13.0,0.48,0.45,0.42,0.44,0.47,0.44,0.1169,0.1169,0.1169
Tyler Pitlick,0.013300000000000001,2017-07-01,26.0,0,1,0,1,0,8.0,0.0,2.0,3.0,0.0,0.0,0.49,0.0,0.48,0.46,0.0,0.51,0.1538,0.1538,0.1538
Tyler Pitlick,0.0102,2016-06-17,25.0,0,0,0,1,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.48,0.37,0.0,0.51,0.42,0.0,0.0,0.0
Tyler Pitlick,0.0104,2015-07-16,24.0,0,0,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.48,0.37,0.0,0.51,0.42,0.0,0.1111,0.1111,0.1111
Tyler Pitlick,0.0105,2014-07-15,23.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.42,0.0,0.0,0.1111,0.1111,0.1111
Tyler Seguin,0.12390000000000001,2018-09-13,27.0,1,1,1,1,0,40.0,26.0,33.0,38.0,46.0,40.0,0.58,0.57,0.63,0.54,0.59,0.61,0.1216,0.1216,0.1216
Tyler Seguin,0.0958,2012-09-11,21.0,0,1,1,1,0,29.0,11.0,0.0,38.0,11.0,0.0,0.65,0.51,0.0,0.63,0.51,0.0,0.1198,0.1198,0.1198
Tyler Toffoli,0.0521,2020-10-12,29.0,1,1,0,1,0,24.0,13.0,24.0,19.0,20.0,23.0,0.54,0.52,0.51,0.59,0.54,0.55,0.1182,0.1182,0.1182
Tyler Toffoli,0.063,2017-06-07,25.0,0,1,0,1,0,16.0,31.0,23.0,18.0,27.0,26.0,0.59,0.59,0.58,0.61,0.61,0.58,0.097,0.097,0.097
Tyler Toffoli,0.044500000000000005,2015-06-26,24.0,0,0,0,1,0,23.0,12.0,2.0,26.0,17.0,3.0,0.58,0.63,0.58,0.58,0.64,0.56,0.115,0.115,0.115
Tyson Barrie,0.046,2020-10-10,29.0,1,1,0,0,1,5.0,15.0,14.0,34.0,43.0,43.0,0.54,0.59,0.51,0.57,0.59,0.53,0.0296,0.0296,0.0296
Tyson Barrie,0.0753,2016-07-31,25.0,0,1,0,0,1,13.0,12.0,13.0,36.0,41.0,25.0,0.48,0.54,0.57,0.51,0.52,0.55,0.0756,0.0756,0.0756
Tyson Barrie,0.0377,2014-09-07,23.0,0,0,0,0,1,13.0,2.0,0.0,25.0,11.0,0.0,0.57,0.46,0.58,0.55,0.51,0.58,0.1287,0.1287,0.1287
Tyson Jost,0.010700000000000001,2020-10-18,23.0,0,0,1,1,0,9.0,11.0,12.0,14.0,15.0,10.0,0.53,0.56,0.54,0.55,0.54,0.52,0.0776,0.0776,0.0776
Valeri Nichushkin,0.030699999999999998,2020-10-10,26.0,0,1,0,1,0,14.0,0.0,0.0,13.0,10.0,0.0,0.6,0.54,0.0,0.57,0.49,0.0,0.1228,0.1228,0.1228
Valeri Nichushkin,0.0104,2019-08-19,25.0,0,0,0,1,0,0.0,0.0,0.0,10.0,0.0,0.0,0.54,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
Valeri Nichushkin,0.0371,2018-07-01,24.0,0,0,0,1,0,0.0,0.0,9.0,0.0,0.0,20.0,0.0,0.0,0.54,0.0,0.0,0.54,0.0,0.0,0.0
Valtteri Filppula,0.0368,2019-07-01,36.0,1,1,1,1,0,17.0,11.0,12.0,14.0,22.0,30.0,0.43,0.44,0.5,0.41,0.45,0.49,0.2179,0.2179,0.2179
Valtteri Filppula,0.0346,2018-07-01,35.0,1,1,1,1,0,11.0,12.0,8.0,22.0,30.0,23.0,0.44,0.5,0.5,0.45,0.49,0.52,0.1549,0.1549,0.1549
Valtteri Filppula,0.07780000000000001,2013-07-05,30.0,1,1,1,1,0,9.0,23.0,16.0,8.0,43.0,23.0,0.54,0.53,0.56,0.59,0.56,0.54,0.1154,0.1154,0.1154
Victor Hedman,0.1079,2016-07-01,26.0,1,1,0,0,1,10.0,10.0,13.0,37.0,28.0,42.0,0.54,0.5,0.5,0.56,0.53,0.52,0.0552,0.0552,0.0552
Victor Hedman,0.0622,2011-12-01,21.0,0,1,0,0,1,3.0,4.0,0.0,23.0,16.0,0.0,0.54,0.48,0.0,0.52,0.47,0.0,0.0297,0.0297,0.0297
Victor Mete,0.009000000000000001,2020-10-09,23.0,0,0,0,0,1,4.0,0.0,0.0,7.0,11.0,7.0,0.51,0.54,0.6,0.51,0.5,0.53,0.0702,0.0702,0.0702
Victor Olofsson,0.0374,2020-10-29,25.0,0,0,0,1,0,20.0,2.0,0.0,22.0,2.0,0.0,0.54,0.64,0.0,0.57,0.62,0.0,0.1575,0.1575,0.1575
Victor Rask,0.0548,2016-07-12,24.0,0,1,1,0,0,21.0,11.0,0.0,27.0,22.0,0.0,0.56,0.58,0.0,0.56,0.59,0.0,0.1312,0.1312,0.1312
Viktor Arvidsson,0.0567,2017-07-22,25.0,0,1,0,1,0,31.0,8.0,0.0,30.0,8.0,0.0,0.54,0.55,0.45,0.57,0.54,0.48,0.126,0.126,0.126
Vince Dunn,0.023,2020-12-31,24.0,0,0,0,0,1,9.0,12.0,5.0,14.0,23.0,19.0,0.56,0.63,0.57,0.58,0.6,0.58,0.0667,0.0667,0.0667
Vincent Trocheck,0.06509999999999999,2016-07-02,23.0,0,1,1,1,0,25.0,7.0,5.0,28.0,15.0,3.0,0.57,0.57,0.48,0.55,0.56,0.51,0.1429,0.1429,0.1429
Vinnie Hinostroza,0.0123,2020-10-09,27.0,0,1,1,1,0,5.0,16.0,7.0,17.0,24.0,18.0,0.48,0.54,0.58,0.48,0.53,0.58,0.0379,0.0379,0.0379
Vinnie Hinostroza,0.02,2018-06-15,24.0,0,0,1,1,0,7.0,6.0,0.0,18.0,8.0,0.0,0.58,0.48,0.29,0.58,0.48,0.44,0.0814,0.0814,0.0814
Vladimir Tarasenko,0.105,2015-07-07,24.0,0,1,0,1,0,37.0,21.0,8.0,36.0,22.0,11.0,0.63,0.6,0.64,0.61,0.6,0.63,0.1402,0.1402,0.1402
Vladislav Gavrikov,0.0344,2020-11-05,25.0,0,1,0,0,1,5.0,0.0,0.0,14.0,0.0,0.0,0.49,0.0,0.0,0.46,0.0,0.0,0.0625,0.0625,0.0625
Vladislav Namestnikov,0.0245,2020-10-11,28.0,1,1,1,1,0,17.0,11.0,22.0,13.0,20.0,26.0,0.5,0.49,0.59,0.45,0.47,0.58,0.1735,0.1735,0.1735
Vladislav Namestnikov,0.050300000000000004,2018-07-01,26.0,0,1,1,1,0,22.0,10.0,14.0,26.0,18.0,21.0,0.59,0.6,0.59,0.58,0.58,0.58,0.1419,0.1419,0.1419
Vladislav Namestnikov,0.0265,2016-07-26,24.0,0,0,1,1,0,14.0,9.0,0.0,21.0,7.0,0.0,0.59,0.55,0.51,0.58,0.5,0.47,0.1321,0.1321,0.1321
Vladislav Namestnikov,0.012,2015-07-17,23.0,0,0,1,1,0,9.0,0.0,0.0,7.0,0.0,0.0,0.55,0.51,0.0,0.5,0.47,0.0,0.1957,0.1957,0.1957
Warren Foegele,0.0264,2020-11-01,25.0,0,0,0,1,0,13.0,10.0,2.0,17.0,5.0,1.0,0.56,0.46,0.66,0.53,0.52,0.49,0.1008,0.1008,0.1008
Wayne Simmonds,0.0184,2020-10-09,32.0,1,1,0,1,0,8.0,17.0,24.0,17.0,13.0,22.0,0.54,0.58,0.58,0.53,0.56,0.55,0.0672,0.0672,0.0672
Wayne Simmonds,0.061399999999999996,2019-07-01,31.0,1,1,0,1,0,17.0,24.0,31.0,13.0,22.0,23.0,0.58,0.58,0.61,0.56,0.55,0.58,0.1097,0.1097,0.1097
Wayne Simmonds,0.0663,2012-08-16,24.0,0,1,0,1,0,28.0,14.0,16.0,21.0,16.0,24.0,0.67,0.53,0.51,0.59,0.51,0.49,0.1421,0.1421,0.1421
Wayne Simmonds,0.027200000000000002,2011-07-07,23.0,0,0,0,1,0,14.0,16.0,9.0,16.0,24.0,14.0,0.53,0.51,0.45,0.51,0.49,0.47,0.1197,0.1197,0.1197
Will Butcher,0.0458,2019-07-31,25.0,0,1,0,0,1,4.0,5.0,0.0,27.0,39.0,0.0,0.56,0.62,0.0,0.55,0.59,0.0,0.037,0.037,0.037
William Carrier,0.0172,2020-02-27,25.0,0,1,0,1,0,7.0,8.0,1.0,12.0,1.0,2.0,0.55,0.54,0.54,0.54,0.57,0.53,0.0707,0.0707,0.0707
William Carrier,0.0091,2018-07-23,24.0,0,0,0,1,0,1.0,5.0,0.0,2.0,3.0,0.0,0.54,0.48,0.0,0.53,0.5,0.0,0.0192,0.0192,0.0192
William Karlsson,0.0724,2019-06-24,27.0,0,1,1,0,0,24.0,43.0,6.0,32.0,35.0,19.0,0.59,0.58,0.44,0.57,0.57,0.43,0.142,0.142,0.142
William Karlsson,0.066,2018-08-04,26.0,0,0,1,0,0,43.0,6.0,9.0,35.0,19.0,11.0,0.58,0.44,0.42,0.57,0.43,0.43,0.2337,0.2337,0.2337
William Karlsson,0.0137,2016-06-23,24.0,0,0,1,0,0,9.0,3.0,0.0,11.0,2.0,0.0,0.42,0.59,0.0,0.43,0.54,0.0,0.0833,0.0833,0.0833
William Lagesson,0.0089,2020-11-04,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
William Nylander,0.0876,2018-12-01,23.0,0,1,0,1,0,20.0,22.0,6.0,41.0,39.0,7.0,0.57,0.62,0.54,0.56,0.58,0.62,0.1087,0.1087,0.1087
Xavier Ouellet,0.009000000000000001,2020-10-09,27.0,0,1,0,0,1,0.0,0.0,0.0,3.0,3.0,7.0,0.48,0.52,0.44,0.49,0.51,0.47,0.0,0.0,0.0
Xavier Ouellet,0.0088,2019-05-27,25.0,0,0,0,0,1,0.0,0.0,3.0,3.0,7.0,9.0,0.52,0.44,0.42,0.51,0.47,0.45,0.0,0.0,0.0
Xavier Ouellet,0.0088,2018-07-01,25.0,0,0,0,0,1,0.0,3.0,0.0,7.0,9.0,1.0,0.44,0.42,0.44,0.47,0.45,0.46,0.0,0.0,0.0
Xavier Ouellet,0.0167,2017-07-03,24.0,0,0,0,0,1,3.0,0.0,2.0,9.0,1.0,1.0,0.42,0.44,0.56,0.45,0.46,0.56,0.0337,0.0337,0.0337
Xavier Ouellet,0.01,2015-11-16,22.0,0,0,0,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.56,0.58,0.0,0.56,0.59,0.0,0.0741,0.0741,0.0741
Yakov Trenin,0.0089,2020-09-24,24.0,0,0,1,1,0,2.0,0.0,0.0,4.0,0.0,0.0,0.52,0.0,0.0,0.5,0.0,0.0,0.08,0.08,0.08
Yanni Gourde,0.065,2018-11-02,27.0,1,1,1,1,0,25.0,6.0,0.0,39.0,2.0,1.0,0.57,0.53,0.44,0.53,0.55,0.28,0.1838,0.1838,0.1838
